row_id,legacy_row_id,fold,from,starting label,QID,label,depth,target,prediction,correct,reached,decision_source,model_depth
row63,Q74128|Q20267585,0,Q74128,Alfred Flechtheim,Q20267585,The Rape of Europa,5,1,1,1,True,model,5
row65,Q156426|Q3181656,4,Q156426,Alexej von Jawlensky,Q3181656,The Nuttall Encyclopædia,3,0,0,1,True,model,3
row68,Q17277888|Q3181656,0,Q17277888,Gottlieb Friedrich Reber,Q3181656,The Nuttall Encyclopædia,4,0,0,1,True,model,6
row69,Q160236|Q3181656,1,Q160236,Metropolitan Museum of Art,Q3181656,The Nuttall Encyclopædia,3,0,0,1,True,model,5
row70,Q3783572|Q3181656,2,Q3783572,Harvard Art Museums,Q3181656,The Nuttall Encyclopædia,2,0,0,1,True,model,2
row72,Q214867|Q3181656,0,Q214867,National Gallery of Art,Q3181656,The Nuttall Encyclopædia,5,0,0,1,True,model,8
row73,Q74128|Q3181656,0,Q74128,Alfred Flechtheim,Q3181656,The Nuttall Encyclopædia,5,0,0,1,True,model,8
row74,Q657415|Q3181656,3,Q657415,Cleveland Museum of Art,Q3181656,The Nuttall Encyclopædia,3,0,0,1,True,model,8
row75,Q160236|Q26821240,1,Q160236,Metropolitan Museum of Art,Q26821240,Bathing Nymphs,5,0,1,0,True,model,5
row76,Q160236|Q27980296,1,Q160236,Metropolitan Museum of Art,Q27980296,Birth of Jupiter,5,0,1,0,True,model,5
row77,Q55680361|Q60474736,4,Q55680361,Oskar Reichel,Q60474736,The Aviator,5,1,1,1,True,model,5
row81,Q74128|Q37226,0,Q74128,Alfred Flechtheim,Q37226,teacher,5,0,0,1,True,model,5
row82,Q160236|Q3853758,1,Q160236,Metropolitan Museum of Art,Q3853758,Tarquin and Lucretia,5,1,1,1,True,model,5
row84,Q867510|Q4114391,1,Q867510,Cypresses,Q4114391,Sytin Military Encyclopedia,4,0,0,1,True,model,4
row85,Q324935|Q4114391,3,Q324935,Ferenc Hatvany,Q4114391,Sytin Military Encyclopedia,4,0,0,1,False,bfs_auto_prune,
row86,Q17277888|Q19698487,0,Q17277888,Gottlieb Friedrich Reber,Q19698487,Swedish Publicist's Association Photo Directory 1936,4,0,0,1,True,model,4
row87,Q17277888|Q10501038,0,Q17277888,Gottlieb Friedrich Reber,Q10501038,Swedish church birth records,5,0,0,1,True,model,5
row88,Q17277888|Q48761314,0,Q17277888,Gottlieb Friedrich Reber,Q48761314,Swedish Census 1910,3,0,0,1,True,model,3
row89,Q214867|Q48761314,0,Q214867,National Gallery of Art,Q48761314,Swedish Census 1910,5,0,0,1,True,model,5
row90,Q17277888|Q50287368,0,Q17277888,Gottlieb Friedrich Reber,Q50287368,Swedish Census 1900,4,0,0,1,True,model,4
row91,Q17277888|Q50287327,0,Q17277888,Gottlieb Friedrich Reber,Q50287327,Swedish Census 1890,4,0,0,1,True,model,4
row92,Q17277888|Q49213654,0,Q17277888,Gottlieb Friedrich Reber,Q49213654,Swedish Census 1880,3,0,0,1,True,model,3
row93,Q214867|Q49213654,0,Q214867,National Gallery of Art,Q49213654,Swedish Census 1880,5,0,0,1,True,model,5
row96,Q1634926|Q158852,3,Q1634926,Hugo Cassirer,Q158852,conductor,5,0,0,1,True,model,5
row97,Q17277888|Q19180675,0,Q17277888,Gottlieb Friedrich Reber,Q19180675,Small Brockhaus and Efron Encyclopedic Dictionary,4,0,0,1,True,model,4
row98,Q29441758|Q19180675,1,Q29441758,Margarete Mauthner,Q19180675,Small Brockhaus and Efron Encyclopedic Dictionary,4,0,0,1,True,model,9
row99,Q3783572|Q19180675,2,Q3783572,Harvard Art Museums,Q19180675,Small Brockhaus and Efron Encyclopedic Dictionary,5,0,0,1,True,model,5
row101,Q214867|Q19180675,0,Q214867,National Gallery of Art,Q19180675,Small Brockhaus and Efron Encyclopedic Dictionary,3,0,0,1,True,model,3
row102,Q657415|Q19180675,3,Q657415,Cleveland Museum of Art,Q19180675,Small Brockhaus and Efron Encyclopedic Dictionary,3,0,0,1,True,model,3
row104,Q867510|Q21785872,1,Q867510,Cypresses,Q21785872,"Edge of the Woods Near L'Hermitage, Pontoise",4,1,1,1,True,model,4
row107,Q29441758|Q27680201,1,Q29441758,Margarete Mauthner,Q27680201,Riemann's Music Dictionary (1901–1904),2,0,0,1,True,model,7
row109,Q160236|Q96297,1,Q160236,Metropolitan Museum of Art,Q96297,Emil Georg Bührle,5,1,1,1,True,model,5
row111,Q17277888|Q5375476,0,Q17277888,Gottlieb Friedrich Reber,Q5375476,Enclosed Field with Peasant,4,1,1,1,True,model,4
row112,Q160236|Q27980683,1,Q160236,Metropolitan Museum of Art,Q27980683,Portrait of the Artist's daughter Lavinia,5,0,1,0,True,model,5
row113,Q214867|Q1551926,0,Q214867,National Gallery of Art,Q1551926,Portrait of Stéphane Mallarmé,5,0,1,0,True,model,5
row115,Q214867|Q2105271,0,Q214867,National Gallery of Art,Q2105271,Portrait of Mademoiselle Claus,5,0,1,0,True,model,5
row116,Q17277888|Q2105269,0,Q17277888,Gottlieb Friedrich Reber,Q2105269,Portrait of Henri Rochefort,4,0,1,0,True,model,4
row117,Q160236|Q27978043,1,Q160236,Metropolitan Museum of Art,Q27978043,Portrait of Grand Duchess Bianca Capello (1548-1587),5,0,1,0,True,model,5
row118,Q160236|Q26712700,1,Q160236,Metropolitan Museum of Art,Q26712700,Portrait of Fabrizio Salvaresio,5,0,1,0,True,model,5
row120,Q214867|Q17815340,0,Q214867,National Gallery of Art,Q17815340,Portrait of Anna van der Aar,5,0,1,0,True,model,5
row121,Q160236|Q2842423,1,Q160236,Metropolitan Museum of Art,Q2842423,Portrait of Ambroise Vollard in a Red Headscarf,5,0,0,1,False,bfs_auto_prune,
row122,Q214867|Q2842423,0,Q214867,National Gallery of Art,Q2842423,Portrait of Ambroise Vollard in a Red Headscarf,3,0,1,0,True,model,3
row123,Q160236|Q20174444,1,Q160236,Metropolitan Museum of Art,Q20174444,Portrait of a Youth,5,0,0,1,False,bfs_auto_prune,
row124,Q160236|Q28019486,1,Q160236,Metropolitan Museum of Art,Q28019486,Portrait of a Young Lady,5,0,1,0,True,model,5
row126,Q17277888|Q17275827,0,Q17277888,Gottlieb Friedrich Reber,Q17275827,Portrait of a man in a plumed hat,4,0,1,0,True,model,4
row127,Q55680361|Q20539227,4,Q55680361,Oskar Reichel,Q20539227,Portrait of a Man and Woman in an Interior,3,1,1,1,True,model,3
row129,Q214867|Q19911671,0,Q214867,National Gallery of Art,Q19911671,"Portrait of a Man, Said to be Christopher Columbus (born about 1446, died 1506)",5,0,1,0,True,model,5
row130,Q160236|Q28020106,1,Q160236,Metropolitan Museum of Art,Q28020106,Portrait of a Bearded Man,5,0,1,0,True,model,5
row131,Q160236|Q1485141,1,Q160236,Metropolitan Museum of Art,Q1485141,Polish Biographical Dictionary,4,0,0,1,True,model,4
row132,Q1634926|Q49757,3,Q1634926,Hugo Cassirer,Q49757,poet,3,0,0,1,True,model,3
row134,Q160236|Q152785,1,Q160236,Metropolitan Museum of Art,Q152785,Pauline Bonaparte,4,0,0,1,True,model,4
row135,Q160236|Q18662018,1,Q160236,Metropolitan Museum of Art,Q18662018,galerie Georges Petit,3,1,0,0,True,model,3
row137,Q55680361|Q27431468,4,Q55680361,Oskar Reichel,Q27431468,Galerie St. Etienne,2,1,1,1,True,model,2
row138,Q17277888|Q20771242,0,Q17277888,Gottlieb Friedrich Reber,Q20771242,gallerist,5,1,1,1,True,model,5
row140,Q867510|Q47035126,1,Q867510,Cypresses,Q47035126,Gottfried Tanner,4,1,1,1,True,model,4
row141,Q160236|Q1358886,1,Q160236,Metropolitan Museum of Art,Q1358886,Grand Synagogue of Paris,5,0,0,1,True,model,7
row143,Q867510|Q1768721,1,Q867510,Cypresses,Q1768721,Gujin Tushu Jicheng,3,0,0,1,True,model,15
row145,Q26221176|Q1768721,0,Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1768721,Gujin Tushu Jicheng,3,0,0,1,True,model,13
row148,Q324935|Q1768721,3,Q324935,Ferenc Hatvany,Q1768721,Gujin Tushu Jicheng,3,0,0,1,False,bfs_auto_prune,
row149,Q160236|Q19211082,1,Q160236,Metropolitan Museum of Art,Q19211082,Orthodox Theological Encyclopedia,3,0,0,1,True,model,3
row150,Q160236|Q1768721,1,Q160236,Metropolitan Museum of Art,Q1768721,Gujin Tushu Jicheng,3,0,0,1,True,model,3
row151,Q214867|Q19222701,0,Q214867,National Gallery of Art,Q19222701,Oesterreichische National-Encyklopädie,5,0,0,1,True,model,5
row152,Q214867|Q1768721,0,Q214867,National Gallery of Art,Q1768721,Gujin Tushu Jicheng,4,0,0,1,True,model,7
row153,Q20178788|Q1768721,2,Q20178788,Still Life with Apples,Q1768721,Gujin Tushu Jicheng,4,0,0,1,False,bfs_auto_prune,
row154,Q74128|Q1768721,0,Q74128,Alfred Flechtheim,Q1768721,Gujin Tushu Jicheng,4,0,0,1,True,model,10
row155,Q1634926|Q1573212,3,Q1634926,Hugo Cassirer,Q1573212,Hamburg Biographies,5,0,0,1,True,model,5
row156,Q26221176|Q1573212,0,Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1573212,Hamburg Biographies,4,0,0,1,True,model,4
row157,Q160236|Q1573212,1,Q160236,Metropolitan Museum of Art,Q1573212,Hamburg Biographies,5,0,0,1,True,model,5
row158,Q74128|Q1573212,0,Q74128,Alfred Flechtheim,Q1573212,Hamburg Biographies,3,0,0,1,True,model,3
row167,Q214867|Q20442391,0,Q214867,National Gallery of Art,Q20442391,Head of a peasant,5,1,1,1,True,model,5
row173,Q160236|Q56857488,1,Q160236,Metropolitan Museum of Art,Q56857488,Napoléons moder (Letizia Ramolino Bonaparte),5,0,0,1,True,model,5
row174,Q160236|Q434077,1,Q160236,Metropolitan Museum of Art,Q434077,"Prince Napoléon-Jérôme, Prince Napoléon",5,0,0,1,True,model,5
row175,Q17277888|Q54149726,0,Q17277888,Gottlieb Friedrich Reber,Q54149726,Hitler and Genghis Khan,5,0,0,1,True,model,5
row176,Q55680361|Q49133,4,Q55680361,Oskar Reichel,Q49133,Museum of Fine Arts Boston,2,0,1,0,True,model,2
row177,Q55680361|Q54149726,4,Q55680361,Oskar Reichel,Q54149726,Hitler and Genghis Khan,5,0,1,0,True,model,5
row178,Q74128|Q54149726,0,Q74128,Alfred Flechtheim,Q54149726,Hitler and Genghis Khan,5,0,0,1,True,model,5
row180,Q160236|Q27051827,1,Q160236,Metropolitan Museum of Art,Q27051827,"Hoff's Kurze Biographien, vol 2",5,0,0,1,True,model,5
row181,Q867510|Q16000367,1,Q867510,Cypresses,Q16000367,horse breeder,5,0,0,1,True,model,5
row183,Q160236|Q16000367,1,Q160236,Metropolitan Museum of Art,Q16000367,horse breeder,4,0,0,1,True,model,4
row184,Q160236|Q369234,1,Q160236,Metropolitan Museum of Art,Q369234,Hôtel de Chalon-Luxembourg,5,0,0,1,True,model,7
row185,Q214867|Q3145951,0,Q214867,National Gallery of Art,Q3145951,Hôtel de Rohan-Montbazon,3,0,1,0,True,model,3
row186,Q160236|Q19832938,1,Q160236,Metropolitan Museum of Art,Q19832938,hôtel Dodun,5,0,0,1,True,model,7
row187,Q867510|Q333256,1,Q867510,Cypresses,Q333256,"Hugh Grosvenor, 1st Duke of Westminster",5,0,1,0,True,model,5
row200,Q1634926|Q1868065,3,Q1634926,Hugo Cassirer,Q1868065,merchant's house,5,0,0,1,True,model,5
row201,Q74128|Q1868065,0,Q74128,Alfred Flechtheim,Q1868065,merchant's house,4,0,0,1,True,model,4
row202,Q5147536|Q644687,1,Q5147536,Josef Feinhals,Q644687,illustrator,2,0,0,1,True,model,2
row203,Q214867|Q644687,0,Q214867,National Gallery of Art,Q644687,illustrator,5,0,0,1,True,model,5
row204,Q657415|Q20026460,3,Q657415,Cleveland Museum of Art,Q20026460,Interior with a Woman sewing and a Child,3,1,1,1,True,model,3
row205,Q657415|Q432,3,Q657415,Cleveland Museum of Art,Q432,Islam,4,0,0,1,True,model,4
row206,Q3783572|Q17576108,2,Q3783572,Harvard Art Museums,Q17576108,Islamopedia Online,2,0,1,0,True,model,2
row207,Q160236|Q3837491,1,Q160236,Metropolitan Museum of Art,Q3837491,Jacob Wrestling with the Angel,5,0,0,1,True,model,7
row208,Q867510|Q3067376,1,Q867510,Cypresses,Q3067376,Jacques Seligmann & Company,3,1,1,1,True,model,3
row213,Q160236|Q17603041,1,Q160236,Metropolitan Museum of Art,Q17603041,Marthe Hoschedé,3,0,0,1,False,bfs_auto_prune,
row214,Q867510|Q3175096,1,Q867510,Cypresses,Q3175096,Jean Walter,4,1,0,0,True,model,4
row216,Q4008950|Q2554450,2,Q4008950,Irises,Q2554450,Johanna van Gogh-Bonger,1,1,1,1,True,model,1
row217,Q17277888|Q1706617,0,Q17277888,Gottlieb Friedrich Reber,Q1706617,Joseph Beuys,5,0,1,0,True,model,5
row218,Q74128|Q1706617,0,Q74128,Alfred Flechtheim,Q1706617,Joseph Beuys,5,0,1,0,True,model,5
row219,Q214867|Q9268,0,Q214867,National Gallery of Art,Q9268,Judaism,4,1,0,0,True,model,4
row220,Q17277888|Q47530987,0,Q17277888,Gottlieb Friedrich Reber,Q47530987,Julius Böhler Jr.,5,1,1,1,True,model,5
row225,Q160236|Q935182,1,Q160236,Metropolitan Museum of Art,Q935182,Lucien Louis Joseph Napoleon Bonaparte,4,0,0,1,True,model,4
row226,Q11770767|Q26221124,3,Q11770767,Still life with coffee pot  dishes and fruit,Q26221124,L'Arlésienne,2,0,0,1,True,model,2
row227,Q160236|Q17519173,1,Q160236,Metropolitan Museum of Art,Q17519173,L'Arlésienne,5,0,0,1,False,bfs_auto_prune,
row228,Q214867|Q17519173,0,Q214867,National Gallery of Art,Q17519173,L'Arlésienne,3,0,1,0,True,model,3
row229,Q160236|Q4896868,1,Q160236,Metropolitan Museum of Art,Q4896868,La belle Angèle,5,0,0,1,False,bfs_auto_prune,
row230,Q214867|Q4896868,0,Q214867,National Gallery of Art,Q4896868,La belle Angèle,3,0,1,0,True,model,3
row231,Q867510|Q26689481,1,Q867510,Cypresses,Q26689481,La Ferté,5,1,1,1,True,model,5
row232,Q17277888|Q26689481,0,Q17277888,Gottlieb Friedrich Reber,Q26689481,La Ferté,4,1,1,1,True,model,10
row233,Q160236|Q20177080,1,Q160236,Metropolitan Museum of Art,Q20177080,Lady with a Fan,5,0,0,1,False,bfs_auto_prune,
row234,Q214867|Q2815948,0,Q214867,National Gallery of Art,Q2815948,landscape architect,4,0,0,1,True,model,4
row235,Q160236|Q3220784,1,Q160236,Metropolitan Museum of Art,Q3220784,Le Canal Saint-Martin,5,0,0,1,False,bfs_auto_prune,
row236,Q214867|Q3220784,0,Q214867,National Gallery of Art,Q3220784,Le Canal Saint-Martin,5,0,1,0,True,model,5
row240,Q867510|Q18347243,1,Q867510,Cypresses,Q18347243,Lefevre Gallery,3,1,1,1,True,model,3
row243,Q160236|Q19098835,1,Q160236,Metropolitan Museum of Art,Q19098835,Library of the World's Best Literature,3,0,0,1,True,model,9
row244,Q74128|Q19098835,0,Q74128,Alfred Flechtheim,Q19098835,Library of the World's Best Literature,5,0,0,1,True,model,5
row245,Q657415|Q19098835,3,Q657415,Cleveland Museum of Art,Q19098835,Library of the World's Best Literature,3,0,0,1,True,model,3
row246,Q1634926|Q53092134,3,Q1634926,Hugo Cassirer,Q53092134,Lilly Cassirer,5,1,1,1,True,model,5
row247,Q26221176|Q49870534,0,Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q49870534,Madame Cézanne in a Red Dress,2,1,1,1,True,model,2
row248,Q55680361|Q49870534,4,Q55680361,Oskar Reichel,Q49870534,Madame Cézanne in a Red Dress,5,1,1,1,True,model,5
row249,Q74128|Q49870534,0,Q74128,Alfred Flechtheim,Q49870534,Madame Cézanne in a Red Dress,1,1,1,1,True,model,1
row250,Q160236|Q3189169,1,Q160236,Metropolitan Museum of Art,Q3189169,Julie Bonaparte,4,0,0,1,True,model,4
row251,Q214867|Q22954841,0,Q214867,National Gallery of Art,Q22954841,Q22954841,5,0,1,0,True,model,5
row252,Q160236|Q275336,1,Q160236,Metropolitan Museum of Art,Q275336,"John Stuart, 1st Marquess of Bute",5,0,0,1,True,model,5
row253,Q214867|Q22954842,0,Q214867,National Gallery of Art,Q22954842,Q22954842,5,0,1,0,True,model,5
row256,Q74128|Q90554,0,Q74128,Alfred Flechtheim,Q90554,"Margit Thyssen-Bornemisza, Countess of Batthyány",5,1,1,1,True,model,5
row263,Q21948567|Q11774156,4,Q21948567,Sunflowers,Q11774156,memoirist,5,0,0,1,True,model,5
row264,Q160236|Q11774156,1,Q160236,Metropolitan Museum of Art,Q11774156,memoirist,4,0,0,1,True,model,4
row267,Q214867|Q19219752,0,Q214867,National Gallery of Art,Q19219752,"Meyers Konversations-Lexikon, 4th edition (1885–1890)",4,0,0,1,True,model,4
row268,Q160236|Q17010072,1,Q160236,Metropolitan Museum of Art,Q17010072,militant,5,0,0,1,True,model,5
row270,Q17277888|Q219477,0,Q17277888,Gottlieb Friedrich Reber,Q219477,missionary,4,0,0,1,False,bfs_auto_prune,
row272,Q214867|Q116,0,Q214867,National Gallery of Art,Q116,monarch,5,0,0,1,True,model,5
row273,Q867510|Q49246672,1,Q867510,Cypresses,Q49246672,Mount of Sainte-Victoire,4,1,1,1,True,model,4
row275,Q867510|Q12954454,1,Q867510,Cypresses,Q12954454,Nathan Wildenstein,4,1,1,1,True,model,4
row279,Q867510|Q28837176,1,Q867510,Cypresses,Q28837176,Heilbrunn Timeline of Art History,1,0,1,0,True,model,1
row281,Q1634926|Q21171699,3,Q1634926,Hugo Cassirer,Q21171699,Hedwig Cassirer,4,1,1,1,True,model,4
row282,Q17277888|Q22083543,0,Q17277888,Gottlieb Friedrich Reber,Q22083543,Q22083543,4,0,0,1,True,model,4
row284,Q17277888|Q58366813,0,Q17277888,Gottlieb Friedrich Reber,Q58366813,1877 State Calendar of Sweden,5,0,0,1,True,model,5
row285,Q17277888|Q21600495,0,Q17277888,Gottlieb Friedrich Reber,Q21600495,Q21600495,5,0,0,1,True,model,5
row286,Q214867|Q5460604,0,Q214867,National Gallery of Art,Q5460604,Wikipedia:List of articles all languages should have,5,0,0,1,True,model,9
row287,Q160236|Q327240,1,Q160236,Metropolitan Museum of Art,Q327240,Norton Simon,5,1,1,1,True,model,5
row288,Q214867|Q3345156,0,Q214867,National Gallery of Art,Q3345156,Nouvelle Biographie Générale,5,0,0,1,True,model,5
row289,Q160236|Q191808,1,Q160236,Metropolitan Museum of Art,Q191808,nun,4,0,0,1,False,bfs_auto_prune,
row290,Q160236|Q3346473,1,Q160236,Metropolitan Museum of Art,Q3346473,Nureyev,5,0,1,0,True,model,5
row291,Q160236|Q27979252,1,Q160236,Metropolitan Museum of Art,Q27979252,Nymph and Hunter,5,0,1,0,True,model,5
row304,Q160236|Q1225716,1,Q160236,Metropolitan Museum of Art,Q1225716,ornithologist,4,0,0,1,True,model,4
row305,Q17277888|Q19754058,0,Q17277888,Gottlieb Friedrich Reber,Q19754058,Otto Kallir,4,1,1,1,True,model,4
row306,Q55680361|Q19754058,4,Q55680361,Oskar Reichel,Q19754058,Otto Kallir,2,1,1,1,True,model,2
row307,Q74128|Q19754058,0,Q74128,Alfred Flechtheim,Q19754058,Otto Kallir,4,1,1,1,True,model,4
row308,Q21948567|Q2041543,4,Q21948567,Sunflowers,Q2041543,Ottův slovník naučný,5,0,0,1,True,model,5
row310,Q21948567|Q17378135,4,Q21948567,Sunflowers,Q17378135,Great Soviet Encyclopedia (1969–1978),5,0,0,1,True,model,5
row311,Q17277888|Q17378135,0,Q17277888,Gottlieb Friedrich Reber,Q17378135,Great Soviet Encyclopedia (1969–1978),2,0,0,1,True,model,2
row312,Q55680361|Q17378135,4,Q55680361,Oskar Reichel,Q17378135,Great Soviet Encyclopedia (1969–1978),5,0,0,1,True,model,5
row313,Q11770767|Q17378135,3,Q11770767,Still life with coffee pot  dishes and fruit,Q17378135,Great Soviet Encyclopedia (1969–1978),2,0,0,1,True,model,2
row314,Q74128|Q17378135,0,Q74128,Alfred Flechtheim,Q17378135,Great Soviet Encyclopedia (1969–1978),5,0,0,1,True,model,5
row315,Q867510|Q20078554,1,Q867510,Cypresses,Q20078554,Great Soviet Encyclopedia (1926–1947),4,0,0,1,True,model,4
row316,Q17277888|Q20078554,0,Q17277888,Gottlieb Friedrich Reber,Q20078554,Great Soviet Encyclopedia (1926–1947),5,0,0,1,True,model,5
row317,Q55680361|Q20078554,4,Q55680361,Oskar Reichel,Q20078554,Great Soviet Encyclopedia (1926–1947),5,0,0,1,True,model,5
row318,Q657415|Q20078554,3,Q657415,Cleveland Museum of Art,Q20078554,Great Soviet Encyclopedia (1926–1947),3,0,0,1,True,model,3
row319,Q26221176|Q2041543,0,Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q2041543,Ottův slovník naučný,5,0,0,1,True,model,7
row320,Q17277888|Q2041543,0,Q17277888,Gottlieb Friedrich Reber,Q2041543,Ottův slovník naučný,4,0,0,1,True,model,6
row322,Q17277888|Q4532138,0,Q17277888,Gottlieb Friedrich Reber,Q4532138,Granat Encyclopedic Dictionary,4,0,0,1,False,bfs_auto_prune,
row323,Q11770767|Q4532138,3,Q11770767,Still life with coffee pot  dishes and fruit,Q4532138,Granat Encyclopedic Dictionary,2,0,0,1,True,model,2
row324,Q160236|Q4532138,1,Q160236,Metropolitan Museum of Art,Q4532138,Granat Encyclopedic Dictionary,3,0,0,1,False,bfs_auto_prune,
row326,Q214867|Q4532138,0,Q214867,National Gallery of Art,Q4532138,Granat Encyclopedic Dictionary,4,0,0,1,False,bfs_auto_prune,
row327,Q74128|Q4532138,0,Q74128,Alfred Flechtheim,Q4532138,Granat Encyclopedic Dictionary,4,0,0,1,False,bfs_auto_prune,
row331,Q160236|Q1528420,1,Q160236,Metropolitan Museum of Art,Q1528420,Giuseppe Maria Buonaparte,4,0,0,1,True,model,4
row332,Q160236|Q2041543,1,Q160236,Metropolitan Museum of Art,Q2041543,Ottův slovník naučný,3,0,0,1,True,model,3
row333,Q3783572|Q2041543,2,Q3783572,Harvard Art Museums,Q2041543,Ottův slovník naučný,2,0,0,1,True,model,2
row335,Q214867|Q2041543,0,Q214867,National Gallery of Art,Q2041543,Ottův slovník naučný,5,0,0,1,True,model,7
row336,Q74128|Q2041543,0,Q74128,Alfred Flechtheim,Q2041543,Ottův slovník naučný,5,0,0,1,True,model,6
row337,Q160236|Q178513,1,Q160236,Metropolitan Museum of Art,Q178513,Paris Bourse,5,0,0,1,True,model,7
row338,Q17277888|Q152002,0,Q17277888,Gottlieb Friedrich Reber,Q152002,pastor,4,0,0,1,True,model,4
row341,Q160236|Q1138524,1,Q160236,Metropolitan Museum of Art,Q1138524,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,4,0,0,1,False,bfs_auto_prune,
row342,Q26221176|Q5488972,0,Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q5488972,Frank Perls,5,1,1,1,True,model,5
row343,Q74128|Q5488972,0,Q74128,Alfred Flechtheim,Q5488972,Frank Perls,4,1,1,1,True,model,4
row345,Q160236|Q105186,1,Q160236,Metropolitan Museum of Art,Q105186,pharmacist,5,0,0,1,False,bfs_auto_prune,
row347,Q26221176|Q4964182,0,Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q4964182,philosopher,5,0,0,1,True,model,5
row348,Q74128|Q4964182,0,Q74128,Alfred Flechtheim,Q4964182,philosopher,4,0,0,1,True,model,4
row349,Q214867|Q33231,0,Q214867,National Gallery of Art,Q33231,photographer,5,0,0,1,True,model,5
row350,Q20178788|Q4808368,2,Q20178788,Still Life with Apples,Q4808368,Femme nue couchée,2,1,1,1,True,model,2
