row_id,legacy_row_id,fold,from,starting label,QID,label,depth,target,prediction,correct,reached,decision_source,model_depth
row52,Q121416|Q21028313,0,Q121416,discrete mathematics,Q21028313,global analysis,2,1,0,0,True,model,2
row53,Q121416|Q3532114,0,Q121416,discrete mathematics,Q3532114,combinatorial topology,2,1,0,0,True,model,2
row54,Q121416|Q56313053,0,Q121416,discrete mathematics,Q56313053,Additive combinatorics,2,1,0,0,True,model,2
row55,Q121416|Q1208658,0,Q121416,discrete mathematics,Q1208658,ring theory,2,1,0,0,True,model,2
row56,Q121416|Q76592,0,Q121416,discrete mathematics,Q76592,combinatorics,2,1,0,0,True,model,2
row57,Q121416|Q212803,0,Q121416,discrete mathematics,Q212803,algebraic topology,2,1,0,0,True,model,2
row58,Q121416|Q177409,0,Q121416,discrete mathematics,Q177409,projective geometry,2,1,0,0,True,model,2
row59,Q121416|Q7825032,0,Q121416,discrete mathematics,Q7825032,topological dynamics,2,1,0,0,True,model,2
row60,Q121416|Q2746792,0,Q121416,discrete mathematics,Q2746792,noncommutative geometry,2,1,0,0,True,model,2
row61,Q121416|Q1317202,0,Q121416,discrete mathematics,Q1317202,Hodge theory,2,1,0,0,True,model,2
row62,Q121416|Q61793851,0,Q121416,discrete mathematics,Q61793851,noncommutative algebra,2,1,0,0,True,model,2
row63,Q121416|Q190549,0,Q121416,discrete mathematics,Q190549,functional analysis,2,1,0,0,True,model,2
row64,Q180204|Q4838457,2,Q180204,shampoo,Q4838457,baby shampoo,1,1,1,1,True,model,1
row65,Q180204|Q599755,2,Q180204,shampoo,Q599755,Garnier,1,1,1,1,True,model,1
row66,Q180204|Q11322916,2,Q180204,shampoo,Q11322916,dry shampoo,1,1,1,1,True,model,1
row67,Q180204|Q791930,2,Q180204,shampoo,Q791930,Axe,1,1,1,1,True,model,1
row68,Q180204|Q50430027,2,Q180204,shampoo,Q50430027,hair care products,1,1,1,1,True,model,1
row69,Q180204|Q11108449,2,Q180204,shampoo,Q11108449,hair dye,2,1,1,1,True,model,2
row70,Q381|Q5276054,4,Q381,Ubuntu,Q5276054,digital commons,1,1,1,1,True,model,1
row71,Q381|Q72688,4,Q381,Ubuntu,Q72688,Xubuntu,1,1,1,1,True,model,1
row72,Q381|Q20983788,4,Q381,Ubuntu,Q20983788,free operating system,1,1,1,1,True,model,1
row73,Q381|Q131669,4,Q381,Ubuntu,Q131669,Linux distribution,1,1,1,1,True,model,1
row74,Q381|Q11250,4,Q381,Ubuntu,Q11250,Kubuntu,1,1,1,1,True,model,1
row75,Q381|Q12226408,4,Q381,Ubuntu,Q12226408,Ubuntu Kylin,1,1,1,1,True,model,1
row76,Q381|Q27964209,4,Q381,Ubuntu,Q27964209,Ubuntu Budgie,1,1,1,1,True,model,1
row77,Q381|Q18915790,4,Q381,Ubuntu,Q18915790,Ubuntu MATE,1,1,1,1,True,model,1
row79,Q381|Q9135,4,Q381,Ubuntu,Q9135,operating system,1,1,1,1,True,model,1
row80,Q3517281|Q4671277,3,Q3517281,Telecom Nancy,Q4671277,academic institution,1,1,1,1,True,model,1
row81,Q1199743|Q2835765,2,Q1199743,gradient descent,Q2835765,optimization algorithm,1,1,1,1,True,model,1
row82,Q1199743|Q29410287,2,Q1199743,gradient descent,Q29410287,Adam optimizer,1,1,1,1,True,model,1
row83,Q1199743|Q2321565,2,Q1199743,gradient descent,Q2321565,iterative numerical method,1,1,1,1,True,model,1
row84,Q1199743|Q7617819,2,Q1199743,gradient descent,Q7617819,stochastic gradient descent,1,1,1,1,True,model,1
row85,Q1199743|Q56506809,2,Q1199743,gradient descent,Q56506809,implicit method,2,0,1,0,True,model,2
row86,Q1199743|Q1476018,2,Q1199743,gradient descent,Q1476018,Quasi-Newton method,2,0,0,1,True,model,2
row87,Q1199743|Q14489129,2,Q1199743,gradient descent,Q14489129,evolutionary algorithm,2,0,1,0,True,model,2
row88,Q1199743|Q4380101,2,Q1199743,gradient descent,Q4380101,projection methods for solving system of linear equations,2,0,1,0,True,model,2
row89,Q1199743|Q1790321,2,Q1199743,gradient descent,Q1790321,Krylov subspace methods,2,0,1,0,True,model,2
row90,Q2551422|Q481609,4,Q2551422,Water damage,Q481609,damage,1,1,1,1,True,model,1
row91,Q2551422|Q1132455,4,Q2551422,Water damage,Q1132455,hazard,1,1,1,1,True,model,1
row92,Q2551422|Q152749,4,Q2551422,Water damage,Q152749,radiation damage,2,0,1,0,True,model,2
row93,Q2551422|Q19914521,4,Q2551422,Water damage,Q19914521,ground damage,2,0,1,0,True,model,2
row94,Q2551422|Q3433179,4,Q2551422,Water damage,Q3433179,natural risk,2,1,1,1,True,model,2
row95,Q1139866|Q7889,2,Q1139866,Dofus,Q7889,video game,1,1,1,1,True,model,1
row96,Q1139866|Q55588631,2,Q1139866,Dofus,Q55588631,Pokémon video game,2,0,1,0,True,model,2
row97,Q1139866|Q54767,2,Q1139866,Dofus,Q54767,puzzle video game,2,0,1,0,True,model,2
row98,Q1139866|Q16021388,2,Q1139866,Dofus,Q16021388,alien video game,2,0,1,0,True,model,2
row99,Q1139866|Q4485157,2,Q1139866,Dofus,Q4485157,PC game,2,1,1,1,True,model,2
row103,Q1139866|Q6895044,2,Q1139866,Dofus,Q6895044,multiplayer video game,2,1,1,1,True,model,2
row104,Q1139866|Q7927920,2,Q1139866,Dofus,Q7927920,video games in education,2,0,1,0,True,model,2
row105,Q1139866|Q28004621,2,Q1139866,Dofus,Q28004621,SMS TV game,2,0,1,0,True,model,2
row106,Q1139866|Q116634,2,Q1139866,Dofus,Q116634,online game,2,1,1,1,True,model,2
row107,Q1139866|Q958821,2,Q1139866,Dofus,Q958821,LucasArts adventure games,2,0,1,0,True,model,2
row109,Q1139866|Q14411698,2,Q1139866,Dofus,Q14411698,romance game,2,0,1,0,True,model,2
row111,Q159144|Q194195,0,Q159144,Europa-Park,Q194195,amusement park,1,1,1,1,True,model,1
row112,Q159144|Q875157,0,Q159144,Europa-Park,Q875157,resort,1,1,1,1,True,model,1
row113,Q159144|Q570116,0,Q159144,Europa-Park,Q570116,tourist attraction,1,1,1,1,True,model,1
row115,Q129337|Q13402959,3,Q129337,TGV,Q13402959,high-speed train,1,1,1,1,True,model,1
row116,Q129337|Q16858238,3,Q129337,TGV,Q16858238,train category,1,1,1,1,True,model,1
row118,Q129337|Q167270,3,Q129337,TGV,Q167270,trademark,1,1,1,1,True,model,1
row119,Q129337|Q483373,3,Q129337,TGV,Q483373,electric multiple unit,1,1,1,1,True,model,1
row120,Q129337|Q811704,3,Q129337,TGV,Q811704,rolling stock class,1,1,1,1,True,model,1
row121,Q129337|Q30754613,3,Q129337,TGV,Q30754613,TGV inOui,1,1,1,1,True,model,1
row122,Q129337|Q1049958,3,Q129337,TGV,Q1049958,SNCF TGV POS,2,1,1,1,True,model,2
row123,Q129337|Q432478,3,Q129337,TGV,Q432478,Automotrice à grande vitesse,2,1,1,1,True,model,2
row124,Q129337|Q928468,3,Q129337,TGV,Q928468,TGV Réseau,2,1,1,1,True,model,2
row126,Q129337|Q2205965,3,Q129337,TGV,Q2205965,list of Belgian railway services,2,0,0,1,True,model,2
row128,Q2746070|Q477248,0,Q2746070,Canelé,Q477248,pastry,1,1,1,1,True,model,1
row129,Q2746070|Q3778467,0,Q2746070,Canelé,Q3778467,gubana,2,1,1,1,True,model,2
row130,Q2746070|Q273426,0,Q2746070,Canelé,Q273426,éclair,2,1,1,1,True,model,2
row131,Q2746070|Q251981,0,Q2746070,Canelé,Q251981,crisp bread,2,0,1,0,True,model,2
row132,Q2746070|Q871619,0,Q2746070,Canelé,Q871619,bear claw,2,1,1,1,True,model,2
row133,Q2746070|Q28416788,0,Q2746070,Canelé,Q28416788,Lotus seed paste cake,2,1,1,1,True,model,2
row134,Q2746070|Q856330,0,Q2746070,Canelé,Q856330,cracker,2,0,1,0,True,model,2
row136,Q2746070|Q5183361,0,Q2746070,Canelé,Q5183361,Cream horn,2,1,1,1,True,model,2
row137,Q2746070|Q13266,0,Q2746070,Canelé,Q13266,cookie,2,1,1,1,True,model,2
row138,Q2746070|Q870362,0,Q2746070,Canelé,Q870362,rice bread,2,0,1,0,True,model,2
row139,Q2746070|Q1660010,0,Q2746070,Canelé,Q1660010,Christmas cookies,2,1,1,1,True,model,2
row140,Q2746070|Q1073041,0,Q2746070,Canelé,Q1073041,coconut bar,2,1,1,1,True,model,2
row141,Q2746070|Q12192991,0,Q2746070,Canelé,Q12192991,meskouta,2,1,1,1,True,model,2
row142,Q2746070|Q208729,0,Q2746070,Canelé,Q208729,nougat,2,0,1,0,True,model,2
row143,Q2746070|Q3535552,0,Q2746070,Canelé,Q3535552,Tourteau fromagé,2,0,1,0,True,model,2
row144,Q2746070|Q1014883,0,Q2746070,Canelé,Q1014883,Burger Brezel,2,0,1,0,True,model,2
row145,Q508256|Q11670533,3,Q508256,Bastille,Q11670533,elevated station,1,1,1,1,True,model,1
row146,Q508256|Q928830,3,Q508256,Bastille,Q928830,metro station,1,1,1,1,True,model,1
row147,Q508256|Q22808403,3,Q508256,Bastille,Q22808403,station located underground,1,1,1,1,True,model,1
row148,Q2813|Q431289,3,Q2813,Coca-Cola,Q431289,brand,1,1,1,1,True,model,1
row149,Q2813|Q147538,3,Q2813,Coca-Cola,Q147538,soft drink,1,1,1,1,True,model,1
row150,Q2813|Q41084,3,Q2813,Coca-Cola,Q41084,New Coke,1,1,1,1,True,model,1
row151,Q2813|Q134041,3,Q2813,Coca-Cola,Q134041,cola,1,1,1,1,True,model,1
row152,Q2813|Q1104949,3,Q2813,Coca-Cola,Q1104949,Coca Colla,2,1,1,1,True,model,2
row153,Q2813|Q5759783,3,Q2813,Coca-Cola,Q5759783,Highway,2,1,1,1,True,model,2
row154,Q2813|Q19799634,3,Q2813,Coca-Cola,Q19799634,model of calculator,2,0,1,0,True,model,2
row155,Q2813|Q20888692,3,Q2813,Coca-Cola,Q20888692,camera brand,2,0,1,0,True,model,2
row156,Q2813|Q12311058,3,Q2813,Coca-Cola,Q12311058,Fanta Free Orange,2,1,1,1,True,model,2
row157,Q2813|Q264554,3,Q2813,Coca-Cola,Q264554,carbonated water,2,1,1,1,True,model,2
row158,Q2813|Q2300409,3,Q2813,Coca-Cola,Q2300409,Premium-Cola,2,1,1,1,True,model,2
row160,Q2813|Q5873161,3,Q2813,Coca-Cola,Q5873161,refreshing drink,2,1,1,1,True,model,2
row162,Q2813|Q623561,3,Q2813,Coca-Cola,Q623561,Dr Pepper,2,1,1,1,True,model,2
row163,Q2813|Q937783,3,Q2813,Coca-Cola,Q937783,Coca-Cola Zero,2,1,1,1,True,model,2
row164,Q2813|Q50425277,3,Q2813,Coca-Cola,Q50425277,diet cola,2,1,1,1,True,model,2
row165,Q2813|Q59185742,3,Q2813,Coca-Cola,Q59185742,Craft soda,2,1,1,1,True,model,2
row166,Q2813|Q896,3,Q2813,Coca-Cola,Q896,Mountain Dew,2,1,1,1,True,model,2
row167,Q2813|Q1815345,3,Q2813,Coca-Cola,Q1815345,Diet Coke,3,1,1,1,True,model,3
row168,Q2813|Q28127283,3,Q2813,Coca-Cola,Q28127283,Coca-Cola Zero Sugar,3,1,1,1,True,model,3
row169,Q718|Q1188693,0,Q718,chess,Q1188693,mind sport,1,1,1,1,True,model,1
row170,Q718|Q5093314,0,Q718,chess,Q5093314,Chess aesthetics,1,1,1,1,True,model,1
row171,Q718|Q131436,0,Q718,chess,Q131436,board game,1,1,1,1,True,model,1
row172,Q718|Q7858742,0,Q718,chess,Q7858742,two-player game,1,1,1,1,True,model,1
row173,Q718|Q4438147,0,Q718,chess,Q4438147,game-based sport,1,1,1,1,True,model,1
row174,Q718|Q573573,0,Q718,chess,Q573573,abstract strategy game,1,1,1,1,True,model,1
row175,Q718|Q287618,0,Q718,chess,Q287618,sequential game,1,1,1,1,True,model,1
row176,Q718|Q299191,0,Q718,chess,Q299191,chess variant,1,1,1,1,True,model,1
row177,Q718|Q2755547,0,Q718,chess,Q2755547,individual sport,1,1,1,1,True,model,1
row178,Q718|Q41595400,0,Q718,chess,Q41595400,mind game,1,1,1,1,True,model,1
row179,Q718|Q31629,0,Q718,chess,Q31629,type of sport,1,1,1,1,True,model,1
row180,Q718|Q80131,0,Q718,chess,Q80131,poker,2,0,1,0,True,model,2
row181,Q718|Q816261,0,Q718,chess,Q816261,jogging,2,0,1,0,True,model,2
row182,Q718|Q229398,0,Q718,chess,Q229398,three-dimensional chess,2,1,0,0,True,model,2
row183,Q718|Q933844,0,Q718,chess,Q933844,three-player chess,2,1,0,0,True,model,2
row184,Q335827|Q47913,2,Q335827,Directorate-General for External Security,Q47913,intelligence agency,1,1,1,1,True,model,1
row185,Q8539|Q5398426,1,Q8539,The Big Bang Theory,Q5398426,television series,1,1,1,1,True,model,1
row186,Q324254|Q1172480,0,Q324254,ontology,Q1172480,data model,1,1,1,1,True,model,1
row187,Q324254|Q56316745,0,Q324254,ontology,Q56316745,application ontology,1,1,1,1,True,model,1
row188,Q324254|Q593744,0,Q324254,ontology,Q593744,knowledge base,1,1,1,1,True,model,1
row189,Q324254|Q7554009,0,Q324254,ontology,Q7554009,soft ontology,1,1,1,1,True,model,1
row190,Q324254|Q1437388,0,Q324254,ontology,Q1437388,formal ontology,1,1,1,1,True,model,1
row191,Q324254|Q1397073,0,Q324254,ontology,Q1397073,data schema,1,1,1,1,True,model,1
row193,Q324254|Q56316737,0,Q324254,ontology,Q56316737,domain ontology,1,1,1,1,True,model,1
row194,Q324254|Q7449052,0,Q324254,ontology,Q7449052,semantic data model,2,1,0,0,True,model,2
row195,Q324254|Q5378800,0,Q324254,ontology,Q5378800,Enhanced entity–relationship model,2,1,0,0,True,model,2
row196,Q324254|Q2262868,0,Q324254,ontology,Q2262868,domain model,2,1,0,0,True,model,2
row197,Q324254|Q1751819,0,Q324254,ontology,Q1751819,RDF Schema,2,1,1,1,True,model,2
row198,Q40898|Q484170,4,Q40898,Nancy,Q484170,commune of France,1,1,1,1,True,model,1
row199,Q40898|Q1549591,4,Q40898,Nancy,Q1549591,big city,1,1,1,1,True,model,1
row200,Q80131|Q953223,3,Q80131,poker,Q953223,stud poker,1,1,1,1,True,model,1
row201,Q80131|Q13586511,3,Q80131,poker,Q13586511,Dealer's choice,1,1,1,1,True,model,1
row202,Q80131|Q1050367,3,Q80131,poker,Q1050367,online poker,1,1,1,1,True,model,1
row203,Q80131|Q1188693,3,Q80131,poker,Q1188693,mind sport,1,1,1,1,True,model,1
row204,Q80131|Q2072000,3,Q80131,poker,Q2072000,Three card poker,1,1,1,1,True,model,1
row205,Q80131|Q497397,3,Q80131,poker,Q497397,video poker,1,1,1,1,True,model,1
row206,Q80131|Q142714,3,Q80131,poker,Q142714,card game,1,1,1,1,True,model,1
row207,Q80131|Q1073718,3,Q80131,poker,Q1073718,Chinese poker,1,1,1,1,True,model,1
row208,Q80131|Q718,3,Q80131,poker,Q718,chess,2,0,1,0,True,model,2
row209,Q1474517|Q13582798,0,Q1474517,French National Institute of Health and Medical Research,Q13582798,Public Scientific and Technical Research Establishment,1,1,1,1,True,model,1
row210,Q1474517|Q31855,0,Q1474517,French National Institute of Health and Medical Research,Q31855,research institute,1,1,1,1,True,model,1
row211,Q4173330|Q1542938,3,Q4173330,University of Lorraine,Q1542938,grand établissement,1,1,1,1,True,model,1
row212,Q4173330|Q3551775,3,Q4173330,University of Lorraine,Q3551775,university in France,1,1,1,1,True,model,1
row213,Q243|Q1440476,0,Q243,Eiffel Tower,Q1440476,lattice tower,1,1,1,1,True,model,1
row214,Q243|Q570116,0,Q243,Eiffel Tower,Q570116,tourist attraction,1,1,1,1,True,model,1
row215,Q243|Q1440300,0,Q243,Eiffel Tower,Q1440300,observation tower,1,1,1,1,True,model,1
row217,Q243|Q804399,0,Q243,Eiffel Tower,Q804399,Blaw-Knox tower,2,0,0,1,True,model,2
row218,Q1060165|Q210167,1,Q1060165,Riot Games,Q210167,video game developer,1,1,1,1,True,model,1
row219,Q11020|Q2312410,4,Q11020,pool,Q2312410,sports discipline,1,1,1,1,True,model,1
row220,Q11020|Q3341285,4,Q11020,pool,Q3341285,cue sports,1,1,1,1,True,model,1
row221,Q11020|Q2060479,4,Q11020,pool,Q2060479,eight-ball,1,1,1,1,True,model,1
row222,Q11020|Q5179579,4,Q11020,pool,Q5179579,Cowboy pool,1,1,1,1,True,model,1
row223,Q11020|Q10526896,4,Q11020,pool,Q10526896,Hugg,2,0,1,0,True,model,2
row225,Q11020|Q917562,4,Q11020,pool,Q917562,carom billiards,2,1,1,1,True,model,2
row226,Q11020|Q40679812,4,Q11020,pool,Q40679812,running target shooting,2,0,1,0,True,model,2
row228,Q11020|Q2072840,4,Q11020,pool,Q2072840,CrossFit,2,0,1,0,True,model,2
row229,Q11020|Q27907674,4,Q11020,pool,Q27907674,girls' singles,2,0,1,0,True,model,2
row230,Q11020|Q5100758,4,Q11020,pool,Q5100758,Chinese eight-ball,2,1,1,1,True,model,2
row231,Q11020|Q4208733,4,Q11020,pool,Q4208733,Kaisa,2,1,1,1,True,model,2
row232,Q11020|Q52177345,4,Q11020,pool,Q52177345,field sport,2,0,1,0,True,model,2
row233,Q11020|Q11015,4,Q11020,pool,Q11015,snooker,2,1,1,1,True,model,2
row234,Q11020|Q27907692,4,Q11020,pool,Q27907692,girls' doubles,2,0,1,0,True,model,2
row235,Q11020|Q455347,4,Q11020,pool,Q455347,variation of basketball,2,0,1,0,True,model,2
row237,Q11020|Q5580558,4,Q11020,pool,Q5580558,golf billiards,2,1,1,1,True,model,2
row238,Q11020|Q677423,4,Q11020,pool,Q677423,drifting,2,0,1,0,True,model,2
row239,Q11020|Q5728609,4,Q11020,pool,Q5728609,spanish pool,2,1,1,1,True,model,2
row240,Q11020|Q50386068,4,Q11020,pool,Q50386068,youth mixed doubles,2,0,1,0,True,model,2
row241,Q11020|Q27907702,4,Q11020,pool,Q27907702,boys' singles,2,0,1,0,True,model,2
row243,Q11020|Q967318,4,Q11020,pool,Q967318,Blackball,2,1,1,1,True,model,2
row244,Q11020|Q27907716,4,Q11020,pool,Q27907716,boys' doubles,2,0,1,0,True,model,2
row245,Q11020|Q1324916,4,Q11020,pool,Q1324916,English billiards,2,1,1,1,True,model,2
row247,Q11020|Q2165733,4,Q11020,pool,Q2165733,Snooker plus,3,1,1,1,True,model,3
row248,Q11020|Q512270,4,Q11020,pool,Q512270,Five-pin billiards,3,1,1,1,True,model,3
row249,Q52|Q1293664,2,Q52,Wikipedia,Q1293664,open content,1,1,1,1,True,model,1
row250,Q52|Q14827288,2,Q52,Wikipedia,Q14827288,Wikimedia project,1,1,1,1,True,model,1
row251,Q52|Q615699,2,Q52,Wikipedia,Q615699,Internet encyclopedia,1,1,1,1,True,model,1
row252,Q52|Q15633582,2,Q52,Wikipedia,Q15633582,MediaWiki website,1,1,1,1,True,model,1
row256,Q52|Q11853682,2,Q52,Wikipedia,Q11853682,open encyclopedia,2,1,1,1,True,model,2
row257,Q52|Q33120867,2,Q52,Wikipedia,Q33120867,Wikimedia wiki,2,1,1,1,True,model,2
row258,Q52|Q33120876,2,Q52,Wikipedia,Q33120876,Wikimedia content project,2,1,1,1,True,model,2
row259,Q52|Q263,2,Q52,Wikipedia,Q263,Wikisource,2,1,1,1,True,model,2
row260,Q180|Q2166013,2,Q180,Wikimedia Foundation,Q2166013,wiki hosting service,1,1,1,1,True,model,1
row261,Q180|Q708676,2,Q180,Wikimedia Foundation,Q708676,charitable organization,1,1,1,1,True,model,1
row262,Q180|Q157031,2,Q180,Wikimedia Foundation,Q157031,foundation,1,1,1,1,True,model,1
row263,Q1152227|Q28598684,4,Q1152227,pharmacogenomics,Q28598684,branch of biology,1,1,1,1,True,model,1
row264,Q1152227|Q222046,4,Q1152227,pharmacogenomics,Q222046,genomics,1,1,1,1,True,model,1
row266,Q1152227|Q841450,4,Q1152227,pharmacogenomics,Q841450,toxicogenomics,2,1,1,1,True,model,2
row267,Q1152227|Q1147112,4,Q1152227,pharmacogenomics,Q1147112,comparative genomics,2,1,1,1,True,model,2
row268,Q1152227|Q3381973,4,Q1152227,pharmacogenomics,Q3381973,phylogenomics,2,0,1,0,True,model,2
row270,Q1152227|Q17002728,4,Q1152227,pharmacogenomics,Q17002728,branch of botany,2,0,1,0,True,model,2
row272,Q1152227|Q2091816,4,Q1152227,pharmacogenomics,Q2091816,computational genomics,2,1,1,1,True,model,2
row273,Q1152227|Q7322390,4,Q1152227,pharmacogenomics,Q7322390,ribonomics,2,1,1,1,True,model,2
row274,Q1152227|Q1068690,4,Q1152227,pharmacogenomics,Q1068690,functional genomics,2,1,1,1,True,model,2
row275,Q1152227|Q7170583,4,Q1152227,pharmacogenomics,Q7170583,personal genomics,2,1,1,1,True,model,2
row276,Q1152227|Q903778,4,Q1152227,pharmacogenomics,Q903778,metagenomics,2,1,1,1,True,model,2
row278,Q1152227|Q25303637,4,Q1152227,pharmacogenomics,Q25303637,neurogenomics,3,1,1,1,True,model,3
row279,Q462|Q431289,3,Q462,Star Wars,Q431289,brand,1,1,1,1,True,model,1
row280,Q462|Q19786787,3,Q462,Star Wars,Q19786787,Archduke of Geonosis,1,1,1,1,True,model,1
row281,Q462|Q196600,3,Q462,Star Wars,Q196600,media franchise,1,1,1,1,True,model,1
row282,Q33959|Q484170,3,Q33959,Nice,Q484170,commune of France,1,1,1,1,True,model,1
row283,Q33959|Q1549591,3,Q33959,Nice,Q1549591,big city,1,1,1,1,True,model,1
row284,Q231136|Q13419255,4,Q231136,Encarta,Q13419255,hypertext encyclopedia,1,1,1,1,True,model,1
row285,Q231136|Q7397,4,Q231136,Encarta,Q7397,software,1,1,1,1,True,model,1
row286,Q9340|Q1668024,1,Q9340,Google Drive,Q1668024,service on internet,1,1,1,1,True,model,1
row288,Q9340|Q1343205,1,Q9340,Google Drive,Q1343205,file hosting service,1,1,1,1,True,model,1
row289,Q9340|Q914359,1,Q9340,Google Drive,Q914359,cloud storage,1,1,1,1,True,model,1
row290,Q9340|Q166142,1,Q9340,Google Drive,Q166142,application,1,1,1,1,True,model,1
row291,Q9340|Q16972647,1,Q9340,Google Drive,Q16972647,Google Chrome App,2,1,1,1,True,model,2
row293,Q9340|Q3751111,1,Q9340,Google Drive,Q3751111,medical software,2,0,1,0,True,model,2
row294,Q9340|Q17074646,1,Q9340,Google Drive,Q17074646,personal cloud,2,1,1,1,True,model,2
row296,Q9340|Q25325314,1,Q9340,Google Drive,Q25325314,Elastic cloud storage,2,1,1,1,True,model,2
row297,Q9340|Q16988367,1,Q9340,Google Drive,Q16988367,CloudLocker,3,1,1,1,True,model,3
