row_id,legacy_row_id,seed_qid,seed_label,qid,label,target,prediction,classification,confidence,depth,reaching_property,reaching_property_label
row548,Q104530765|Q107750647,Q104530765,Hugo Nathan,Q107750647,Zürcher Kunstgesellschaft,1,1,INCLUDE,0.95,5,P127,owned by
row581,Q104530765|Q20539215,Q104530765,Hugo Nathan,Q20539215,Woman Sewing before a Garden Window,1,1,INCLUDE,0.95,3,P1830,owner of
row586,Q104530765|Q60469188,Q104530765,Hugo Nathan,Q60469188,Woman Reading,1,1,INCLUDE,0.95,3,P1830,owner of
row609,Q104530765|Q20735394,Q104530765,Hugo Nathan,Q20735394,Wineglass and a Bowl of Fruit,1,1,INCLUDE,0.95,5,P1830,owner of
row614,Q104530765|Q61294807,Q104530765,Hugo Nathan,Q61294807,William Buchanan,0,1,INCLUDE,0.9,4,P127,owned by
row626,Q104530765|Q3568152,Q104530765,Hugo Nathan,Q3568152,Wildenstein Institute,1,1,INCLUDE,0.95,4,P1830,owner of
row631,Q104530765|Q10288082,Q104530765,Hugo Nathan,Q10288082,Wildenstein & Company,1,1,INCLUDE,0.95,2,P127,owned by
row647,Q104530765|Q104694359,Q104530765,Hugo Nathan,Q104694359,WikiProject PCC Wikidata Pilot/Frick Art Reference Library,0,0,EXCLUDE,0.9,3,P5008,on focus list of Wikimedia project
row689,Q104530765|Q17505902,Q104530765,Hugo Nathan,Q17505902,watercolorist,0,0,EXCLUDE,0.75,5,P106,occupation
row701,Q104530765|Q107177051,Q104530765,Hugo Nathan,Q107177051,Walter Feilchenfeldt Jr.,1,1,INCLUDE,1.0,5,P40,child
row705,Q104530765|Q2544162,Q104530765,Hugo Nathan,Q2544162,Walter Feilchenfeldt,1,1,INCLUDE,1.0,5,P26,spouse
row708,Q104530765|Q7964251,Q104530765,Hugo Nathan,Q7964251,Walter Bareiss,1,1,INCLUDE,0.85,5,P3342,significant person
row725,Q104530765|Q2528876,Q104530765,Hugo Nathan,Q2528876,Vittorio Cini,0,1,INCLUDE,0.95,5,P127,owned by
row729,Q104530765|Q3391743,Q104530765,Hugo Nathan,Q3391743,visual artist,0,1,INCLUDE,0.85,5,P106,occupation
row739,Q104530765|Q7933233,Q104530765,Hugo Nathan,Q7933233,"Violet Cripps, Baroness Parmoor",0,1,INCLUDE,0.7,5,P26,spouse
row802,Q104530765|Q26221201,Q104530765,Hugo Nathan,Q26221201,Two Diggers among Trees,1,1,INCLUDE,0.95,1,P1830,owner of
row842,Q104530765|Q56555894,Q104530765,Hugo Nathan,Q56555894,Theodore Schempp,1,1,INCLUDE,0.9,4,P127,owned by
row849,Q104530765|Q19429021,Q104530765,Hugo Nathan,Q19429021,Theodor Fischer,1,1,INCLUDE,0.95,5,P127,owned by
row879,Q104530765|Q55647114,Q104530765,Hugo Nathan,Q55647114,The Lute Player,0,1,INCLUDE,0.95,4,P1830,owner of
row883,Q104530765|Q21479251,Q104530765,Hugo Nathan,Q21479251,The Lock at Pontoise,1,1,INCLUDE,0.95,3,P1830,owner of
row891,Q104530765|Q64212048,Q104530765,Hugo Nathan,Q64212048,The Glade,1,1,INCLUDE,0.95,5,P1830,owner of
row908,Q104530765|Q28035859,Q104530765,Hugo Nathan,Q28035859,Still Life with Mangoes and a Hibiscus Flower,1,1,INCLUDE,0.95,3,P1830,owner of
row939,Q104530765|Q104917373,Q104530765,Hugo Nathan,Q104917373,Romantic Painting with Ruins,1,1,INCLUDE,0.95,5,P1830,owner of
row954,Q104530765|Q2148186,Q104530765,Hugo Nathan,Q2148186,Rhode Island School of Design Museum,1,1,INCLUDE,0.95,4,P127,owned by
row961,Q104530765|Q673751,Q104530765,Hugo Nathan,Q673751,Reichsleiter Rosenberg Taskforce,1,1,INCLUDE,0.95,4,P127,owned by
row989,Q104530765|Q60514834,Q104530765,Hugo Nathan,Q60514834,Portrait of a Woman as Diana,1,1,INCLUDE,0.95,3,P1830,owner of
row1006,Q104530765|Q13218361,Q104530765,Hugo Nathan,Q13218361,polo player,0,0,EXCLUDE,0.9,4,P106,occupation
row1012,Q104530765|Q82955,Q104530765,Hugo Nathan,Q82955,politician,0,0,EXCLUDE,0.9,5,P106,occupation
row1056,Q104530765|Q33231,Q104530765,Hugo Nathan,Q33231,photographer,0,1,INCLUDE,0.55,5,P106,occupation
row1138,Q104530765|Q1565911,Q104530765,Hugo Nathan,Q1565911,"Museum of Fine Arts, Houston",1,1,INCLUDE,0.95,4,P127,owned by
row1164,Q104530765|Q78684258,Q104530765,Hugo Nathan,Q78684258,Mandolin and Vase of Flowers,1,1,INCLUDE,0.95,5,P1830,owner of
row1178,Q104530765|Q18347243,Q104530765,Hugo Nathan,Q18347243,Lefevre Gallery,1,1,INCLUDE,0.95,4,P127,owned by
row1202,Q104530765|Q3067376,Q104530765,Hugo Nathan,Q3067376,Jacques Seligmann & Company,1,1,INCLUDE,0.95,4,P127,owned by
row1204,Q104530765|Q3159990,Q104530765,Hugo Nathan,Q3159990,Jacques Seligmann,1,1,INCLUDE,0.95,5,P127,owned by
row1210,Q104530765|Q28848149,Q104530765,Hugo Nathan,Q28848149,J. K. Thannhauser Art Gallery,1,1,INCLUDE,0.95,3,P1830,owner of
row1233,Q104530765|Q15432931,Q104530765,Hugo Nathan,Q15432931,Hermann Bunjes,1,1,INCLUDE,0.85,5,P3342,significant person
row1256,Q104530765|Q20078554,Q104530765,Hugo Nathan,Q20078554,Great Soviet Encyclopedia (1926–1947),0,0,EXCLUDE,0.9,5,P1343,described by source
row1270,Q104530765|Q1925963,Q104530765,Hugo Nathan,Q1925963,graphic artist,0,0,EXCLUDE,0.75,5,P106,occupation
row1334,Q104530765|Q47035126,Q104530765,Hugo Nathan,Q47035126,Gottfried Tanner,1,1,INCLUDE,0.7,5,P3342,significant person
row1339,Q104530765|Q298877,Q104530765,Hugo Nathan,Q298877,Giuliano de' Medici,0,0,EXCLUDE,0.9,5,P921,main subject
row1344,Q104530765|Q5550990,Q104530765,Hugo Nathan,Q5550990,Germain Seligman,1,1,INCLUDE,0.9,5,P127,owned by
row1346,Q104530765|Q215626,Q104530765,Hugo Nathan,Q215626,Georges Wildenstein,1,1,INCLUDE,0.95,3,P127,owned by
row1368,Q104530765|Q20771242,Q104530765,Hugo Nathan,Q20771242,gallerist,1,0,NOT_VISITED,,5,,
row1384,Q104530765|Q47001605,Q104530765,Hugo Nathan,Q47001605,Galerie Fischer,1,1,INCLUDE,1.0,4,P127,owned by
row1391,Q104530765|Q50990573,Q104530765,Hugo Nathan,Q50990573,Galerie Cailleux,1,1,INCLUDE,0.95,4,P127,owned by
row1406,Q104530765|Q19502360,Q104530765,Hugo Nathan,Q19502360,Fritz Meyer-Fierz,1,1,INCLUDE,0.95,4,P127,owned by
row1412,Q104530765|Q33315010,Q104530765,Hugo Nathan,Q33315010,Frederick Mont,1,1,INCLUDE,0.9,4,P127,owned by
row1465,Q104530765|Q53563347,Q104530765,Hugo Nathan,Q53563347,Eugene Thaw,1,1,INCLUDE,0.9,5,P127,owned by
row1474,Q104530765|Q20730464,Q104530765,Hugo Nathan,Q20730464,Étienne Bignou,1,1,INCLUDE,0.95,4,P127,owned by
row1499,Q104530765|Q131524,Q104530765,Hugo Nathan,Q131524,entrepreneur,0,0,EXCLUDE,0.95,5,P106,occupation
row1508,Q104530765|Q329439,Q104530765,Hugo Nathan,Q329439,engraver,0,1,INCLUDE,0.75,5,P106,occupation
row1543,Q104530765|Q1607826,Q104530765,Hugo Nathan,Q1607826,editor,0,0,EXCLUDE,0.7,4,P106,occupation
row1572,Q104530765|Q14623005,Q104530765,Hugo Nathan,Q14623005,draftsperson,0,0,EXCLUDE,0.75,5,P106,occupation
row1581,Q104530765|Q107676574,Q104530765,Hugo Nathan,Q107676574,Dr. Fritz Rosenfeld,1,1,INCLUDE,0.95,4,P127,owned by
row1587,Q104530765|Q25391673,Q104530765,Hugo Nathan,Q25391673,Domenica Walter,1,1,INCLUDE,0.95,4,P127,owned by
row1618,Q104530765|Q17254907,Q104530765,Hugo Nathan,Q17254907,David Graham Carritt,1,1,INCLUDE,0.95,4,P127,owned by
row1622,Q104530765|Q723358,Q104530765,Hugo Nathan,Q723358,Daniel Wildenstein,1,1,INCLUDE,0.95,3,P127,owned by
row1626,Q104530765|Q867510,Q104530765,Hugo Nathan,Q867510,Cypresses,1,1,INCLUDE,1.0,5,P1830,owner of
row1644,Q104530765|Q60476309,Q104530765,Hugo Nathan,Q60476309,Countess Széchenyi,1,0,EXCLUDE,0.7,5,P1830,owner of
row1679,Q104530765|Q60729883,Q104530765,Hugo Nathan,Q60729883,Cleveland Museum of Art Open Access project,0,0,EXCLUDE,0.9,4,P5008,on focus list of Wikimedia project
row1684,Q104530765|Q657415,Q104530765,Hugo Nathan,Q657415,Cleveland Museum of Art,1,1,INCLUDE,0.95,4,P127,owned by
row1714,Q104530765|Q2960213,Q104530765,Hugo Nathan,Q2960213,Charles Sedelmeyer,1,1,INCLUDE,0.95,5,P127,owned by
row1726,Q104530765|Q21069797,Q104530765,Hugo Nathan,Q21069797,Charles Carstairs,1,1,INCLUDE,0.85,5,P127,owned by
row1771,Q104530765|Q43845,Q104530765,Hugo Nathan,Q43845,businessperson,0,0,EXCLUDE,0.9,4,P106,occupation
row1813,Q104530765|Q15619234,Q104530765,Hugo Nathan,Q15619234,Bignou Gallery,1,1,INCLUDE,1.0,5,P1830,owner of
row1826,Q104530765|Q98605872,Q104530765,Hugo Nathan,Q98605872,Bernhard Witke,1,1,INCLUDE,0.75,5,P3342,significant person
row1874,Q104530765|Q83874292,Q104530765,Hugo Nathan,Q83874292,Artemis S.A.,1,1,INCLUDE,0.95,4,P127,owned by
row1880,Q104530765|Q30335959,Q104530765,Hugo Nathan,Q30335959,Art Looting Investigation Unit,1,1,INCLUDE,0.95,3,P1840,investigation of
row1891,Q104530765|Q50637,Q104530765,Hugo Nathan,Q50637,art history,1,1,INCLUDE,0.75,5,P921,main subject
row1896,Q104530765|Q1792450,Q104530765,Hugo Nathan,Q1792450,art historian,1,1,INCLUDE,0.7,4,P106,occupation
row1908,Q104530765|Q173950,Q104530765,Hugo Nathan,Q173950,art dealer,1,1,INCLUDE,0.95,3,P106,occupation
row1927,Q104530765|Q10732476,Q104530765,Hugo Nathan,Q10732476,art collector,1,1,INCLUDE,0.95,1,P106,occupation
row1947,Q104530765|Q97940197,Q104530765,Hugo Nathan,Q97940197,Arnold Seligmann,1,1,INCLUDE,0.85,5,P127,owned by
row1957,Q104530765|Q363383,Q104530765,Hugo Nathan,Q363383,Armand Hammer,1,1,INCLUDE,0.95,5,P127,owned by
row2004,Q104530765|Q28860082,Q104530765,Hugo Nathan,Q28860082,Amédée Schuffenecker,1,1,INCLUDE,0.95,4,P127,owned by
row2017,Q104530765|Q2644753,Q104530765,Hugo Nathan,Q2644753,Alfred Breslauer,1,1,INCLUDE,0.8,5,P22,father
row9,Q11770767|Q36180,Q11770767,Still life with coffee pot  dishes and fruit,Q36180,writer,0,0,EXCLUDE,0.9,2,P106,occupation
row51,Q11770767|Q104599828,Q11770767,Still life with coffee pot  dishes and fruit,Q104599828,"Verbrannt, verboten, vergessen",1,0,EXCLUDE,0.75,3,P1343,described by source
row226,Q11770767|Q26221124,Q11770767,Still life with coffee pot  dishes and fruit,Q26221124,L'Arlésienne,0,1,INCLUDE,0.95,2,P1830,owner of
row313,Q11770767|Q17378135,Q11770767,Still life with coffee pot  dishes and fruit,Q17378135,Great Soviet Encyclopedia (1969–1978),0,0,EXCLUDE,0.9,2,P1343,described by source
row323,Q11770767|Q4532138,Q11770767,Still life with coffee pot  dishes and fruit,Q4532138,Granat Encyclopedic Dictionary,0,0,EXCLUDE,0.9,2,P1343,described by source
row328,Q11770767|Q2041543,Q11770767,Still life with coffee pot  dishes and fruit,Q2041543,Ottův slovník naučný,0,0,EXCLUDE,0.95,5,P1343,described by source
row357,Q11770767|Q49757,Q11770767,Still life with coffee pot  dishes and fruit,Q49757,poet,0,0,EXCLUDE,0.9,2,P106,occupation
row414,Q11770767|Q28146931,Q11770767,Still life with coffee pot  dishes and fruit,Q28146931,Street in Saintes-Maries,1,1,INCLUDE,0.95,2,P1830,owner of
row862,Q11770767|Q103479,Q11770767,Still life with coffee pot  dishes and fruit,Q103479,Thea Sternheim,1,1,INCLUDE,0.75,2,P26,spouse
row1028,Q11770767|Q214917,Q11770767,Still life with coffee pot  dishes and fruit,Q214917,playwright,0,0,EXCLUDE,0.9,2,P106,occupation
row1605,Q11770767|Q18939491,Q11770767,Still life with coffee pot  dishes and fruit,Q18939491,diarist,0,0,EXCLUDE,0.9,3,P106,occupation
row1920,Q11770767|Q4164507,Q11770767,Still life with coffee pot  dishes and fruit,Q4164507,art critic,1,1,INCLUDE,0.95,2,P106,occupation
row1936,Q11770767|Q10732476,Q11770767,Still life with coffee pot  dishes and fruit,Q10732476,art collector,1,1,INCLUDE,0.95,2,P106,occupation
row28,Q1201549|Q110322027,Q1201549,Detroit Institute of Arts,Q110322027,WikiProject Local Community,0,0,EXCLUDE,0.95,3,P5008,on focus list of Wikimedia project
row71,Q1201549|Q3181656,Q1201549,Detroit Institute of Arts,Q3181656,The Nuttall Encyclopædia,0,0,NOT_VISITED,,3,P1343,described by source
row325,Q1201549|Q4532138,Q1201549,Detroit Institute of Arts,Q4532138,Granat Encyclopedic Dictionary,0,0,NOT_VISITED,,3,P1343,described by source
row459,Q1201549|Q602358,Q1201549,Detroit Institute of Arts,Q602358,Brockhaus and Efron Encyclopedic Dictionary,0,0,NOT_VISITED,,3,P1343,described by source
row527,Q1201549|Q19794158,Q1201549,Detroit Institute of Arts,Q19794158,WikiProject Open Access,0,0,EXCLUDE,0.95,3,P5008,on focus list of Wikimedia project
row669,Q1201549|Q87748614,Q1201549,Detroit Institute of Arts,Q87748614,WikiProject COVID-19,0,0,EXCLUDE,0.95,3,P5008,on focus list of Wikimedia project
row1652,Q1201549|Q1297822,Q1201549,Detroit Institute of Arts,Q1297822,copyright,0,0,EXCLUDE,0.95,2,P921,main subject
row65,Q156426|Q3181656,Q156426,Alexej von Jawlensky,Q3181656,The Nuttall Encyclopædia,0,0,EXCLUDE,0.9,3,P1343,described by source
row449,Q156426|Q602358,Q156426,Alexej von Jawlensky,Q602358,Brockhaus and Efron Encyclopedic Dictionary,0,0,NOT_VISITED,,3,P1343,described by source
row552,Q156426|Q4091878,Q156426,Alexej von Jawlensky,Q4091878,Yuzhakov Big Encyclopedia,0,0,NOT_VISITED,,5,P1343,described by source
row644,Q156426|Q104694359,Q156426,Alexej von Jawlensky,Q104694359,WikiProject PCC Wikidata Pilot/Frick Art Reference Library,0,1,INCLUDE,0.7,1,P5008,on focus list of Wikimedia project
row719,Q156426|Q4109309,Q156426,Alexej von Jawlensky,Q4109309,Vladimir Nikolaevich Veryovkin,0,0,EXCLUDE,0.9,2,P22,father
row1148,Q156426|Q106727050,Q156426,Alexej von Jawlensky,Q106727050,Metropolitan Museum of Art Tagging Vocabulary,0,0,EXCLUDE,0.85,3,P1343,described by source
row1248,Q156426|Q28927781,Q156426,Alexej von Jawlensky,Q28927781,Great Women Masters of Art,0,0,EXCLUDE,0.7,2,P1343,described by source
row1254,Q156426|Q20078554,Q156426,Alexej von Jawlensky,Q20078554,Great Soviet Encyclopedia (1926–1947),0,0,NOT_VISITED,,5,P1343,described by source
row1460,Q156426|Q1970746,Q156426,Alexej von Jawlensky,Q1970746,Explanatory Dictionary of the Living Great Russian Language,0,0,NOT_VISITED,,5,P1343,described by source
row1561,Q156426|Q15296811,Q156426,Alexej von Jawlensky,Q15296811,drawer,0,0,EXCLUDE,0.85,1,P106,occupation
row1923,Q156426|Q10732476,Q156426,Alexej von Jawlensky,Q10732476,art collector,1,1,INCLUDE,0.75,1,P106,occupation
row1949,Q156426|Q2657718,Q156426,Alexej von Jawlensky,Q2657718,Armenian Soviet Encyclopedia,0,0,NOT_VISITED,,5,P1343,described by source
row0,Q160236|Q75581245,Q160236,Metropolitan Museum of Art,Q75581245,Zénaïde Eugénie Bonaparte,0,0,EXCLUDE,0.9,5,P40,child
row13,Q160236|Q20275618,Q160236,Metropolitan Museum of Art,Q20275618,A Peasant Woman Digging in Front of Her Cottage,1,1,INCLUDE,0.95,5,P1830,owner of
row26,Q160236|Q47309996,Q160236,Metropolitan Museum of Art,Q47309996,Adolf Wuester,1,1,INCLUDE,0.8,4,P3342,significant person
row27,Q160236|Q110322027,Q160236,Metropolitan Museum of Art,Q110322027,WikiProject Local Community,0,0,EXCLUDE,0.95,3,P5008,on focus list of Wikimedia project
row33,Q160236|Q68074438,Q160236,Metropolitan Museum of Art,Q68074438,WikiProject Livius,0,0,EXCLUDE,0.95,1,P5008,on focus list of Wikimedia project
row38,Q160236|Q87748614,Q160236,Metropolitan Museum of Art,Q87748614,WikiProject COVID-19,0,0,EXCLUDE,0.98,3,P5008,on focus list of Wikimedia project
row40,Q160236|Q109496377,Q160236,Metropolitan Museum of Art,Q109496377,WikiProject Applied arts,0,0,EXCLUDE,0.95,2,P5008,on focus list of Wikimedia project
row41,Q160236|Q64214265,Q160236,Metropolitan Museum of Art,Q64214265,Wiki Loves Pride Art & Artists,0,0,EXCLUDE,0.8,5,P5008,on focus list of Wikimedia project
row46,Q160236|Q24575431,Q160236,Metropolitan Museum of Art,Q24575431,Alexander II,0,0,EXCLUDE,0.9,5,P1830,owner of
row57,Q160236|Q19429021,Q160236,Metropolitan Museum of Art,Q19429021,Theodor Fischer,1,1,INCLUDE,0.9,5,P3342,significant person
row58,Q160236|Q27980299,Q160236,Metropolitan Museum of Art,Q27980299,Apollo and Daphne,0,1,INCLUDE,0.75,5,P1830,owner of
row69,Q160236|Q3181656,Q160236,Metropolitan Museum of Art,Q3181656,The Nuttall Encyclopædia,0,0,NOT_VISITED,,3,P1343,described by source
row75,Q160236|Q26821240,Q160236,Metropolitan Museum of Art,Q26821240,Bathing Nymphs,0,1,INCLUDE,0.75,5,P1830,owner of
row76,Q160236|Q27980296,Q160236,Metropolitan Museum of Art,Q27980296,Birth of Jupiter,0,1,INCLUDE,0.75,5,P1830,owner of
row82,Q160236|Q3853758,Q160236,Metropolitan Museum of Art,Q3853758,Tarquin and Lucretia,1,0,EXCLUDE,0.8,5,P1830,owner of
row109,Q160236|Q96297,Q160236,Metropolitan Museum of Art,Q96297,Emil Georg Bührle,1,1,INCLUDE,0.9,5,P3342,significant person
row112,Q160236|Q27980683,Q160236,Metropolitan Museum of Art,Q27980683,Portrait of the Artist's daughter Lavinia,0,1,INCLUDE,0.75,5,P1830,owner of
row117,Q160236|Q27978043,Q160236,Metropolitan Museum of Art,Q27978043,Portrait of Grand Duchess Bianca Capello (1548-1587),0,1,INCLUDE,0.75,5,P1830,owner of
row118,Q160236|Q26712700,Q160236,Metropolitan Museum of Art,Q26712700,Portrait of Fabrizio Salvaresio,0,1,INCLUDE,0.95,5,P1830,owner of
row121,Q160236|Q2842423,Q160236,Metropolitan Museum of Art,Q2842423,Portrait of Ambroise Vollard in a Red Headscarf,0,1,INCLUDE,0.95,5,P1830,owner of
row123,Q160236|Q20174444,Q160236,Metropolitan Museum of Art,Q20174444,Portrait of a Youth,0,1,INCLUDE,0.95,5,P1830,owner of
row124,Q160236|Q28019486,Q160236,Metropolitan Museum of Art,Q28019486,Portrait of a Young Lady,0,0,EXCLUDE,0.8,5,P1830,owner of
row130,Q160236|Q28020106,Q160236,Metropolitan Museum of Art,Q28020106,Portrait of a Bearded Man,0,0,EXCLUDE,0.8,5,P1830,owner of
row131,Q160236|Q1485141,Q160236,Metropolitan Museum of Art,Q1485141,Polish Biographical Dictionary,0,0,EXCLUDE,0.9,4,P1343,described by source
row133,Q160236|Q106323898,Q160236,Metropolitan Museum of Art,Q106323898,Pavlenkov Encyclopedic Dictionary,0,0,EXCLUDE,0.95,5,P1343,described by source
row134,Q160236|Q152785,Q160236,Metropolitan Museum of Art,Q152785,Pauline Bonaparte,0,0,EXCLUDE,0.95,4,P40,child
row135,Q160236|Q18662018,Q160236,Metropolitan Museum of Art,Q18662018,galerie Georges Petit,1,1,INCLUDE,0.95,3,P1830,owner of
row141,Q160236|Q1358886,Q160236,Metropolitan Museum of Art,Q1358886,Grand Synagogue of Paris,0,0,EXCLUDE,0.9,5,P1830,owner of
row149,Q160236|Q19211082,Q160236,Metropolitan Museum of Art,Q19211082,Orthodox Theological Encyclopedia,0,0,EXCLUDE,0.95,3,P1343,described by source
row150,Q160236|Q1768721,Q160236,Metropolitan Museum of Art,Q1768721,Gujin Tushu Jicheng,0,0,NOT_VISITED,,3,P1343,described by source
row157,Q160236|Q1573212,Q160236,Metropolitan Museum of Art,Q1573212,Hamburg Biographies,0,0,EXCLUDE,0.7,5,P1343,described by source
row173,Q160236|Q56857488,Q160236,Metropolitan Museum of Art,Q56857488,Napoléons moder (Letizia Ramolino Bonaparte),0,0,EXCLUDE,0.95,5,P1343,described by source
row174,Q160236|Q434077,Q160236,Metropolitan Museum of Art,Q434077,"Prince Napoléon-Jérôme, Prince Napoléon",0,0,EXCLUDE,0.9,5,P40,child
row180,Q160236|Q27051827,Q160236,Metropolitan Museum of Art,Q27051827,"Hoff's Kurze Biographien, vol 2",0,0,EXCLUDE,0.9,5,P1343,described by source
row183,Q160236|Q16000367,Q160236,Metropolitan Museum of Art,Q16000367,horse breeder,0,0,EXCLUDE,0.6,4,P106,occupation
row184,Q160236|Q369234,Q160236,Metropolitan Museum of Art,Q369234,Hôtel de Chalon-Luxembourg,0,0,EXCLUDE,0.9,5,P1830,owner of
row186,Q160236|Q19832938,Q160236,Metropolitan Museum of Art,Q19832938,hôtel Dodun,0,0,EXCLUDE,0.9,5,P1830,owner of
row194,Q160236|Q106727050,Q160236,Metropolitan Museum of Art,Q106727050,Metropolitan Museum of Art Tagging Vocabulary,1,0,EXCLUDE,0.75,3,P1343,described by source
row207,Q160236|Q3837491,Q160236,Metropolitan Museum of Art,Q3837491,Jacob Wrestling with the Angel,0,0,EXCLUDE,0.75,5,P1830,owner of
row211,Q160236|Q100708933,Q160236,Metropolitan Museum of Art,Q100708933,Martin Fabiani,1,1,INCLUDE,0.9,4,P3342,significant person
row213,Q160236|Q17603041,Q160236,Metropolitan Museum of Art,Q17603041,Marthe Hoschedé,0,1,INCLUDE,0.7,3,P40,child
row225,Q160236|Q935182,Q160236,Metropolitan Museum of Art,Q935182,Lucien Louis Joseph Napoleon Bonaparte,0,0,EXCLUDE,0.95,4,P40,child
row227,Q160236|Q17519173,Q160236,Metropolitan Museum of Art,Q17519173,L'Arlésienne,0,1,INCLUDE,0.95,5,P1830,owner of
row229,Q160236|Q4896868,Q160236,Metropolitan Museum of Art,Q4896868,La belle Angèle,0,1,INCLUDE,0.95,5,P1830,owner of
row233,Q160236|Q20177080,Q160236,Metropolitan Museum of Art,Q20177080,Lady with a Fan,0,1,INCLUDE,0.95,5,P1830,owner of
row235,Q160236|Q3220784,Q160236,Metropolitan Museum of Art,Q3220784,Le Canal Saint-Martin,0,1,INCLUDE,0.95,5,P1830,owner of
